temperature,humidity,precipitation,pressure
18.9,91,0.0,909.8
18.7,91,0.0,910.0
18.7,91,0.0,910.8
18.8,92,0.0,911.1
19.9,87,0.0,912.2
21.2,81,0.0,912.5
23.0,73,0.0,913.1
23.9,69,0.0,913.0
25.8,62,0.0,912.6
26.4,58,0.0,911.6
27.2,55,0.0,910.8
27.1,56,0.0,910.3
27.4,58,0.0,909.6
27.1,58,0.0,909.5
26.3,60,0.1,909.2
23.9,74,0.5,909.2
22.4,82,1.4,909.3
21.8,85,2.8,910.1
21.6,86,1.7,911.5
21.2,86,1.3,912.3
20.8,87,0.6,912.1
20.4,88,0.1,911.6
19.9,89,0.0,910.9
19.8,88,0.0,910.7
19.6,89,0.0,910.8
19.4,89,0.0,911.1
19.2,89,0.0,911.7
19.3,90,0.0,912.4
20.0,88,0.0,913.1
20.8,84,0.0,913.7
21.5,84,0.1,914.0
22.4,80,0.3,914.0
22.8,79,0.1,913.5
23.4,77,0.1,912.9
23.8,75,0.1,912.3
24.5,72,0.1,911.8
24.1,75,0.1,911.2
23.5,77,1.1,910.3
22.6,82,2.0,910.5
21.3,87,2.6,910.1
20.7,89,0.5,910.5
20.3,90,0.0,910.4
19.8,92,0.0,911.8
19.7,92,0.2,911.8
19.5,92,0.1,911.6
19.2,92,0.1,911.0
19.1,92,0.0,910.5
18.9,93,0.0,910.0
18.6,95,0.0,909.9
18.6,95,0.2,909.9
18.5,95,0.2,910.3
18.7,95,0.1,910.8
19.3,92,0.0,911.1
19.9,89,0.0,911.6
21.1,84,0.0,912.4
21.7,79,0.1,912.3
22.1,78,0.1,912.1
22.3,77,0.1,911.5
22.5,78,0.0,910.7
22.9,79,0.1,910.2
22.5,81,0.8,909.4
22.7,82,0.3,909.7
22.5,83,1.4,909.3
21.5,87,1.8,909.5
20.6,90,0.9,909.4
20.2,91,0.9,910.3
20.0,92,0.0,911.1
19.8,92,0.0,911.7
19.6,93,0.0,911.4
19.6,92,0.1,911.1
19.2,94,0.4,910.4
18.8,95,0.6,910.2
18.5,97,0.6,910.1
18.4,97,0.5,910.4
18.4,97,0.4,910.9
18.7,97,0.6,911.8
19.2,95,0.6,912.5
19.6,93,0.7,913.0
20.9,90,0.2,913.5
21.4,87,0.1,913.6
21.7,85,0.4,913.5
21.8,86,0.3,912.8
22.0,87,0.3,912.2
21.9,88,3.1,911.8
23.2,82,0.7,911.1
22.9,83,0.3,911.0
22.1,86,2.0,911.1
21.4,88,0.8,911.2
21.0,89,1.3,911.8
20.6,90,0.6,912.2
19.6,94,0.0,913.2
19.6,94,1.5,913.8
19.4,94,1.1,913.7
19.1,95,1.2,912.9
18.9,95,1.2,912.2
18.8,96,0.7,911.9
18.7,95,0.4,912.5
18.6,94,0.5,912.5
18.5,93,0.7,913.1
18.3,95,1.4,913.8
18.4,95,1.4,914.6
18.7,93,0.3,914.9
19.3,93,0.0,915.3
19.5,91,0.1,915.5
19.6,89,0.2,915.3
19.4,90,0.1,914.4
19.4,91,0.4,913.3
20.1,90,0.2,912.9
20.8,90,0.3,912.6
20.7,92,0.5,912.4
20.5,92,1.0,912.5
20.0,92,0.8,912.5
19.7,93,0.0,912.4
19.5,93,0.1,912.9
19.3,94,0.7,913.2
19.1,95,1.4,913.5
18.8,96,0.4,913.3
18.8,96,0.3,912.8
18.7,96,0.4,911.8
18.6,96,0.2,911.1
18.5,97,0.2,911.0
18.6,96,0.3,910.8
18.6,96,0.5,910.9
18.7,96,0.5,911.5
19.0,96,0.9,911.9
19.7,94,0.5,912.1
20.5,94,1.0,912.2
21.4,90,0.7,912.4
22.0,88,1.5,911.9
22.4,88,2.1,911.0
23.2,86,0.4,910.4
23.1,86,2.3,909.9
23.9,83,1.6,909.0
23.5,83,2.4,908.8
23.3,84,0.5,908.8
22.9,87,1.6,908.7
21.0,91,2.3,909.3
20.1,92,0.4,909.5
19.8,93,0.0,910.0
19.1,95,0.1,910.4
18.6,95,0.1,909.7
18.3,97,0.0,909.4
17.7,100,0.0,908.2
17.7,100,0.0,908.0
17.6,99,0.0,907.7
17.3,100,0.0,907.7
17.2,100,0.0,907.8
17.4,100,0.0,908.6
18.1,100,0.0,908.8
20.2,92,0.0,910.0
22.0,81,0.0,910.1
23.3,73,0.0,910.3
24.5,64,0.0,910.1
25.4,60,0.0,909.6
26.1,57,0.0,909.0
26.5,55,0.0,908.6
27.1,50,0.0,908.1
26.8,48,0.0,907.7
26.4,47,0.0,907.6
25.2,56,0.0,907.4
23.8,56,0.0,907.4
22.2,59,0.0,907.5
21.4,61,0.0,907.6
20.3,67,0.0,908.3
18.7,77,0.0,907.9
17.5,87,0.0,907.8
16.3,96,0.0,906.8
15.4,100,0.0,906.6
15.5,100,0.0,906.4
14.6,100,0.0,906.3
14.1,99,0.0,906.7
14.1,99,0.0,907.7
18.0,91,0.0,909.2
20.9,82,0.0,910.6
23.6,71,0.0,910.9
25.7,61,0.0,911.1
27.1,49,0.0,910.8
27.9,43,0.0,910.4
28.5,38,0.0,910.1
28.8,34,0.0,909.5
30.2,26,0.0,908.9
29.7,25,0.0,908.5
28.7,31,0.0,908.3
27.1,45,0.0,908.2
24.6,52,0.0,907.9
22.9,59,0.0,908.3
22.8,54,0.0,908.9
21.3,55,0.0,909.4
20.4,59,0.0,909.4
19.4,67,0.0,909.1
18.0,75,0.0,908.3
16.9,80,0.0,908.1
17.2,83,0.0,907.8
16.6,85,0.0,908.2
16.2,86,0.0,908.4
16.5,86,0.0,909.6
19.9,80,0.0,910.9
22.7,62,0.0,912.1
24.9,60,0.0,912.9
26.6,59,0.0,912.9
28.3,53,0.0,912.9
29.3,47,0.0,912.4
30.0,43,0.0,911.6
30.2,41,0.0,910.6
30.4,41,0.0,909.8
30.2,41,0.0,909.4
29.7,42,0.0,909.2
28.5,48,0.0,909.2
26.6,58,0.0,909.1
25.3,61,0.0,909.8
24.1,63,0.0,910.3
23.6,65,0.0,910.8
22.9,64,0.0,910.9
21.5,78,0.0,910.3
20.7,83,0.0,910.1
20.0,89,0.6,909.7
20.3,88,3.2,910.4
20.4,85,0.5,910.5
20.2,86,0.1,910.9
20.0,88,0.0,911.1
21.2,83,0.0,911.7
22.6,77,0.0,912.0
23.8,74,0.0,912.4
25.1,68,0.0,912.3
26.4,63,0.0,911.9
27.7,58,0.0,911.4
28.8,54,0.0,910.7
29.4,51,0.0,910.0
29.2,52,0.0,909.1
28.7,52,0.0,908.7
27.7,56,0.0,908.7
26.0,64,0.1,908.6
23.9,76,0.1,908.6
22.7,82,0.2,909.1
21.9,85,0.5,909.3
21.3,86,0.7,909.9
20.8,88,1.2,909.6
20.3,89,0.5,909.0
20.1,89,0.5,908.2
19.7,92,0.6,907.6
19.8,93,0.1,907.7
19.8,93,0.4,907.6
19.6,94,0.4,907.8
19.8,94,0.0,908.0
21.0,89,0.0,909.0
22.1,82,0.0,909.5
23.0,83,0.0,909.8
24.4,75,0.0,909.8
26.1,67,0.0,909.7
27.4,65,0.0,909.1
27.7,64,0.0,908.0
27.1,66,0.2,907.2
25.6,77,3.4,906.5
25.7,75,0.8,906.7
24.8,79,1.2,906.5
23.7,83,1.7,906.6
22.8,86,0.8,906.9
22.2,89,0.0,907.1
21.0,94,0.0,907.0
20.8,95,0.0,907.5
20.7,94,0.0,907.4
20.7,93,0.0,906.8
20.4,94,0.0,906.3
20.3,94,0.0,905.6
19.8,96,0.0,905.3
19.7,95,0.0,905.0
19.7,95,0.0,905.5
19.9,94,0.1,906.6
20.4,92,0.0,907.0
20.8,91,0.3,907.2
22.1,87,0.3,906.2
23.2,82,0.1,906.7
22.3,83,0.9,906.1
21.0,95,8.8,906.1
21.5,92,1.3,905.7
21.5,93,1.3,905.2
21.4,89,1.4,904.8
21.4,90,0.6,904.8
21.5,89,0.4,905.0
21.2,89,0.0,905.2
20.7,90,0.0,905.4
20.2,92,0.0,906.1
19.4,93,0.0,906.7
19.6,92,0.0,907.8
19.5,93,0.0,907.9
19.3,94,0.0,907.8
19.2,93,0.1,907.6
19.1,90,0.1,907.5
18.1,89,0.0,907.7
17.7,88,0.0,907.7
17.2,88,0.0,908.0
17.0,88,0.0,908.3
18.4,82,0.0,909.0
19.3,77,0.0,909.6
20.5,69,0.0,910.0
21.6,66,0.0,910.4
22.9,61,0.0,910.7
23.6,58,0.0,910.2
24.3,56,0.0,909.9
24.8,56,0.0,909.2
25.2,54,0.0,909.1
25.5,54,0.0,908.4
25.3,55,0.0,908.1
24.4,60,0.0,907.9
22.2,70,0.0,908.0
20.3,72,0.3,908.9
19.5,72,0.0,909.5
18.5,73,0.0,910.2
17.8,73,0.0,910.0
17.3,72,0.0,909.9
16.8,70,0.0,909.4
16.5,67,0.0,909.5
16.0,68,0.0,909.2
15.8,68,0.0,909.4
15.6,69,0.0,909.5
15.6,73,0.0,910.2
16.6,71,0.0,910.7
17.6,73,0.0,911.3
20.0,70,0.0,912.4
22.0,63,0.0,912.8
23.0,59,0.0,912.6
23.3,57,0.0,912.0
23.6,58,0.0,911.3
23.2,59,0.0,910.1
24.8,57,0.0,909.3
24.7,58,0.0,909.1
24.5,57,0.0,908.7
23.5,62,0.0,908.8
21.9,70,0.0,908.6
21.0,71,0.0,908.7
20.1,77,0.0,909.1
19.4,81,0.2,909.8
19.2,83,0.4,909.6
19.0,83,0.3,909.1
18.5,84,0.2,908.2
17.9,88,0.4,907.7
18.0,88,0.7,907.4
17.8,90,0.4,907.2
17.6,91,0.2,907.3
17.5,93,0.2,907.8
18.1,90,0.1,908.3
19.6,84,0.0,908.8
19.9,85,0.2,909.2
21.1,81,0.3,909.5
22.2,76,0.3,909.1
23.9,69,0.2,908.8
26.0,58,0.1,907.7
26.9,52,0.0,906.9
26.1,53,0.0,906.1
25.8,53,0.0,905.6
25.1,55,0.0,905.4
23.9,64,0.0,905.5
22.6,72,0.0,905.6
21.7,73,0.0,905.8
19.6,88,0.1,906.4
19.2,89,0.3,907.1
18.9,91,0.3,906.9
18.4,94,0.8,906.5
18.2,95,1.5,905.8
18.1,95,0.5,905.6
18.4,96,0.2,905.3
18.2,96,0.7,905.5
18.1,97,0.2,905.5
18.3,96,0.0,906.3
19.5,91,0.0,907.3
20.2,89,0.5,907.9
21.3,82,0.5,908.4
22.2,80,0.0,909.0
23.2,76,0.1,908.9
24.1,72,0.1,908.7
24.3,70,0.1,908.1
24.7,70,0.1,907.6
25.4,65,0.0,906.9
25.3,64,0.0,906.4
25.0,65,0.0,906.5
23.8,70,0.1,906.8
22.0,77,0.1,907.5
21.1,80,0.0,908.5
19.0,84,0.0,909.2
18.9,86,0.0,909.8
18.5,84,0.0,909.6
18.0,83,0.0,909.5
17.4,85,0.0,909.0
17.1,86,0.0,909.0
17.1,87,0.0,908.9
16.9,88,0.0,909.2
16.9,88,0.0,909.4
17.1,87,0.0,910.0
18.6,82,0.0,911.0
19.8,79,0.0,912.1
21.4,75,0.0,912.3
22.2,73,0.0,912.5
23.7,69,0.1,912.4
24.6,66,0.1,911.8
25.4,65,0.0,911.3
25.6,65,0.1,910.8
26.4,58,0.0,909.8
26.1,58,0.0,909.5
25.7,58,0.0,909.3
24.1,66,0.0,909.0
22.7,70,0.0,909.2
21.6,75,0.0,910.4
20.9,77,0.0,911.2
20.1,79,0.0,911.6
19.6,80,0.0,911.7
19.0,82,0.0,911.4
18.5,84,0.0,911.3
18.3,86,0.0,911.0
18.1,85,0.0,910.7
18.0,85,0.0,910.5
18.1,84,0.0,911.0
18.4,85,0.0,911.4
19.4,84,0.0,912.1
20.9,78,0.0,912.7
21.7,76,0.0,913.0
22.3,74,0.1,912.9
22.6,73,0.1,912.6
22.2,75,0.4,911.9
21.5,77,0.2,911.2
21.7,78,0.1,910.5
21.9,77,0.2,910.1
21.7,78,0.3,910.0
21.7,78,0.1,909.9
21.0,80,0.0,909.8
20.4,82,0.0,909.8
20.0,83,0.0,910.5
19.9,84,0.3,910.7
19.8,85,0.0,911.0
19.5,85,0.0,910.7
19.3,86,0.0,909.9
19.2,87,0.0,909.4
19.0,88,0.2,908.8
18.7,91,0.0,908.2
18.7,90,0.0,908.3
18.7,90,0.1,908.4
18.8,90,0.2,909.3
19.1,89,0.1,909.4
19.2,89,1.9,910.0
20.0,88,0.5,909.5
19.9,89,0.5,909.7
20.2,88,0.2,909.6
20.4,88,0.3,908.6
20.6,89,0.8,908.1
21.3,88,1.0,907.5
22.8,83,0.4,907.3
22.2,86,1.6,906.7
21.4,88,3.3,906.6
20.6,90,2.3,907.2
20.2,90,0.2,907.5
19.8,91,0.5,907.9
19.5,95,0.2,908.3
19.2,95,0.4,909.0
19.0,95,0.1,908.8
18.7,95,0.0,908.0
18.3,96,0.0,907.4
18.0,97,0.0,907.0
16.9,100,0.0,906.5
16.6,100,0.0,906.5
16.4,100,0.0,906.8
16.7,100,0.0,907.6
17.8,97,0.0,908.2
19.6,87,0.0,909.0
21.7,78,0.0,909.7
22.9,71,0.0,910.0
24.3,64,0.0,909.7
25.4,59,0.0,909.0
25.9,55,0.0,908.2
26.8,54,0.0,907.6
26.4,52,0.0,907.3
25.2,54,0.0,907.0
23.6,62,0.0,907.3
22.1,72,0.1,907.5
20.7,75,0.0,907.4
19.4,78,0.0,908.1
18.2,84,0.0,908.7
17.5,85,0.0,909.4
17.2,85,0.0,909.2
17.1,84,0.0,908.8
16.9,85,0.0,908.5
16.6,85,0.0,908.2
16.0,89,0.0,908.0
15.4,91,0.0,907.8
14.4,95,0.0,908.1
14.2,97,0.0,908.6
17.4,89,0.0,909.7
19.6,82,0.0,910.6
20.8,75,0.0,911.2
21.7,74,0.0,911.7
22.4,71,0.2,911.6
23.7,66,0.0,911.2
24.4,63,0.0,910.6
24.7,62,0.0,910.0
25.1,60,0.0,909.9
24.7,60,0.0,909.4
21.9,77,2.8,909.1
20.7,82,4.7,909.5
19.9,85,3.3,909.8
19.2,85,0.2,909.8
18.3,87,0.0,910.7
17.5,85,0.0,911.2
16.7,86,0.0,911.4
16.0,87,0.0,911.0
15.5,87,0.0,910.5
14.9,88,0.0,909.9
14.6,89,0.0,910.0
14.1,89,0.0,909.8
13.8,90,0.0,910.2
14.0,90,0.0,910.7
16.4,84,0.0,912.0
17.9,80,0.0,912.5
19.5,74,0.0,913.1
20.8,70,0.0,913.5
22.2,65,0.0,913.9
23.1,63,0.1,913.4
24.0,60,0.0,912.8
24.3,59,0.0,912.2
24.9,60,0.0,911.4
24.5,62,0.0,910.9
24.1,63,0.0,910.7
22.2,72,0.1,910.1
20.5,80,0.3,910.5
19.9,79,0.2,910.6
19.9,76,0.0,912.0
18.9,80,0.0,912.5
18.3,82,0.0,912.2
17.8,83,0.0,911.7
17.3,86,0.0,911.2
16.9,88,0.0,910.7
16.6,89,0.0,911.3
16.4,89,0.0,911.1
16.1,89,0.0,911.6
16.2,89,0.0,911.9
18.1,82,0.0,913.2
19.6,76,0.0,913.7
21.4,70,0.0,914.4
22.9,65,0.0,914.6
23.9,61,0.0,914.4
25.1,57,0.0,913.6
25.7,55,0.0,912.9
26.5,52,0.1,912.1
26.8,52,0.0,912.1
26.3,54,0.1,911.5
25.8,54,0.0,910.8
24.6,57,0.0,910.6
21.9,70,0.0,910.9
21.3,73,0.0,911.6
20.8,74,0.0,912.7
20.1,76,0.0,913.6
19.3,80,0.0,913.8
18.6,83,0.0,913.6
18.1,85,0.0,913.3
17.6,87,0.0,912.3
17.6,87,0.0,912.2
17.3,88,0.0,911.8
17.2,89,0.0,912.3
17.5,89,0.0,912.9
19.3,84,0.0,913.8
20.6,78,0.0,914.0
23.0,70,0.0,914.0
23.9,67,0.1,914.0
24.7,63,0.1,913.8
26.1,61,0.0,913.4
26.4,60,0.0,912.7
25.8,62,0.1,911.8
25.3,64,1.2,911.3
24.9,72,0.7,910.8
25.4,68,0.2,910.5
23.8,76,1.1,910.4
22.3,81,1.4,910.7
21.6,84,0.1,911.2
21.2,85,0.0,912.2
20.8,85,1.3,913.3
20.5,86,0.0,913.3
20.2,86,0.4,913.1
19.9,85,0.1,912.4
19.7,86,0.5,912.2
19.0,90,0.8,911.9
18.6,93,1.2,912.0
18.5,94,0.9,912.4
18.5,94,0.8,912.9
18.7,94,1.0,913.5
19.1,93,1.3,913.7
19.6,94,0.2,913.8
20.1,91,0.9,914.0
20.1,91,1.4,914.0
20.1,91,1.0,913.4
20.5,91,1.0,912.8
20.4,92,1.6,911.7
21.3,93,1.3,911.8
21.4,91,1.5,910.9
21.2,92,1.2,911.1
20.7,92,3.2,910.5
20.2,93,3.3,910.7
19.8,92,0.8,911.1
19.3,92,0.2,912.0
19.0,92,0.5,912.6
18.8,92,0.4,912.5
18.5,94,0.3,911.7
18.5,94,0.6,911.5
18.3,95,0.3,910.7
18.3,96,1.2,911.4
18.2,96,0.6,911.3
18.3,96,0.7,911.8
18.3,96,0.6,912.7
18.6,95,0.4,913.2
19.2,93,0.5,913.8
20.4,90,0.4,913.8
20.9,87,0.3,914.1
22.2,84,0.2,914.7
22.5,83,0.2,914.1
22.1,84,1.6,913.4
22.7,81,0.8,912.9
24.1,74,1.4,912.3
23.6,76,0.1,911.4
22.7,81,1.8,911.0
22.2,82,0.3,911.1
21.3,86,0.7,911.5
20.9,87,0.0,911.9
20.6,88,0.0,912.3
20.3,90,0.0,913.0
19.9,91,0.0,912.5
19.6,91,0.0,912.2
19.2,92,0.0,911.7
19.0,92,0.0,911.3
19.0,94,0.0,911.0
18.9,94,0.1,910.9
18.8,94,0.0,911.2
18.9,94,0.0,911.9
20.0,92,0.0,912.5
21.0,87,0.0,913.0
20.0,94,0.2,913.5
20.4,91,0.9,913.5
20.1,92,1.4,913.5
20.0,94,1.8,912.9
20.0,94,1.8,912.1
20.4,92,1.1,911.5
20.1,93,0.4,911.5
20.2,92,0.1,911.1
20.5,90,0.0,910.8
20.4,90,0.0,910.5
19.7,91,0.0,910.4
19.2,92,0.0,911.1
18.8,91,0.0,912.2
18.5,92,0.0,913.0
18.2,94,0.0,913.0
18.1,95,0.0,912.6
18.0,96,0.0,912.1
17.8,97,0.0,911.6
18.2,96,0.0,910.7
17.9,97,0.0,910.8
17.9,98,0.0,911.1
18.1,97,0.0,911.9
19.3,96,0.0,912.8
21.0,90,0.0,913.6
21.2,90,0.4,913.7
22.2,89,0.5,914.3
22.7,87,0.6,914.0
23.0,85,0.4,913.5
22.9,85,1.2,912.9
23.4,84,0.2,912.7
23.2,81,0.9,912.4
23.1,80,0.6,912.1
22.7,82,1.0,912.3
22.1,85,0.9,912.0
21.1,89,0.8,912.0
20.6,91,0.0,912.7
20.1,92,0.0,913.1
19.9,93,0.0,913.5
19.6,94,0.0,913.1
19.4,94,0.0,912.7
19.3,95,0.0,912.2
19.2,95,0.0,911.8
19.0,96,0.0,911.9
18.8,97,0.0,911.8
18.7,97,0.0,912.3
18.8,97,0.0,913.1
19.5,97,0.0,913.6
20.7,92,0.0,914.3
22.1,84,0.1,914.8
23.3,80,0.2,915.0
24.1,78,0.2,915.2
25.0,73,0.3,914.3
25.4,70,0.2,914.0
25.9,69,0.1,913.0
25.2,73,0.2,912.6
25.0,75,1.6,912.0
24.4,77,2.5,912.0
23.4,82,2.4,911.9
22.5,86,0.3,912.0
21.9,88,2.8,912.7
20.4,92,2.4,913.9
20.1,93,1.7,914.1
20.0,93,1.7,914.0
19.6,94,1.2,913.4
19.4,94,0.3,913.1
19.2,93,0.6,912.6
19.1,93,0.0,912.5
19.1,92,0.0,912.4
18.9,92,0.0,912.7
18.8,93,0.0,913.6
19.8,90,0.0,914.6
20.7,86,0.1,915.2
21.5,86,0.3,915.6
22.7,83,0.2,915.9
23.4,78,0.2,915.6
24.1,75,0.2,915.2
24.7,72,0.2,914.4
25.0,71,0.2,914.2
25.4,69,0.2,913.3
25.0,74,0.5,912.9
24.3,76,1.7,911.9
23.5,80,0.6,912.3
22.6,84,0.0,912.5
21.9,85,1.8,913.1
20.3,91,3.7,914.4
20.0,92,2.7,914.5
20.1,91,0.3,914.6
19.8,90,0.0,913.8
19.7,90,0.0,913.1
19.3,92,0.0,912.1
18.5,95,0.0,912.2
18.3,96,0.0,912.0
18.2,96,0.0,912.1
18.2,96,0.0,913.0
19.7,93,0.0,913.5
20.9,86,0.0,914.7
22.1,81,0.2,915.1
22.2,81,0.8,915.5
22.6,79,0.5,915.0
23.1,78,0.8,914.6
24.5,72,0.1,913.7
24.8,70,0.2,913.2
25.8,62,0.1,912.7
25.3,63,0.0,912.2
24.4,64,0.0,912.0
22.7,72,0.2,912.2
20.7,78,0.3,912.1
19.5,83,1.6,912.5
19.3,84,1.9,913.6
19.0,85,1.4,913.8
18.7,88,0.0,913.0
18.5,88,0.0,912.2
18.3,89,0.0,911.5
18.2,90,0.0,911.2
18.4,92,0.0,911.6
18.3,92,0.0,911.4
18.1,92,0.0,911.4
18.2,93,0.0,911.8
19.3,89,0.0,912.5
20.5,86,0.0,913.0
21.9,79,0.6,913.4
22.8,77,0.1,913.4
23.9,73,0.1,912.9
24.7,69,0.1,912.2
24.8,69,0.1,911.4
25.0,69,0.2,910.8
24.9,71,0.2,910.4
25.2,70,0.1,909.5
24.7,70,0.1,909.0
23.1,77,0.7,908.6
21.9,80,0.1,909.2
21.0,84,0.7,909.7
20.1,87,0.7,910.8
19.6,88,0.4,911.0
19.2,90,0.4,910.9
18.9,91,0.5,910.3
18.7,92,0.5,909.9
18.6,92,0.4,909.5
18.4,93,0.4,908.8
18.3,93,0.0,908.9
18.5,92,0.1,909.4
18.7,90,0.1,910.1
19.1,89,0.2,910.6
19.4,89,0.4,910.8
19.9,88,0.5,910.8
20.8,87,0.4,911.6
22.9,83,0.1,911.9
22.3,81,1.4,911.1
22.4,83,2.3,910.4
23.6,81,0.2,909.7
23.4,81,0.4,908.9
22.7,82,0.8,908.6
22.5,84,0.2,908.5
22.4,85,0.1,908.6
21.4,89,0.8,908.5
20.5,91,1.0,909.0
20.0,94,1.4,909.8
19.9,93,1.7,910.5
19.8,92,1.5,910.9
19.5,94,1.1,910.7
19.3,94,1.2,910.1
19.1,94,0.5,909.3
18.7,96,0.3,908.5
18.8,95,0.5,908.8
18.9,95,0.2,909.1
18.9,95,0.2,909.5
19.5,93,0.1,909.9
20.4,92,0.4,910.5
21.6,89,0.1,910.8
22.2,84,0.1,911.3
22.4,83,0.1,911.0
23.4,81,0.1,910.4
23.4,78,0.2,909.4
23.5,79,1.2,909.0
24.0,74,3.0,908.1
21.0,89,3.2,908.4
21.2,88,0.3,907.7
21.3,87,0.0,908.0
20.8,90,0.4,908.1
20.4,92,0.4,908.9
19.8,95,1.1,909.0
19.6,98,3.2,910.0
19.4,97,2.0,910.0
19.4,96,0.3,909.8
19.2,96,0.6,909.1
19.0,96,0.8,908.4
18.6,98,1.6,908.0
18.6,97,1.4,908.2
18.7,97,0.8,908.7
18.7,96,0.6,909.2
19.0,96,1.3,909.5
19.5,95,1.0,910.0
19.7,95,1.4,910.4
20.2,93,1.1,911.1
20.7,92,1.1,911.0
21.3,91,0.7,910.7
21.4,90,0.7,910.0
21.4,90,0.6,909.6
22.2,88,1.6,909.5
21.7,88,0.8,909.1
21.3,90,1.3,908.8
21.2,91,0.0,908.9
20.7,92,0.0,909.0
20.2,93,0.0,909.6
19.5,95,0.0,910.0
19.4,95,0.3,910.8
19.4,94,0.7,911.0
19.3,95,1.8,910.6
19.0,96,5.0,910.3
18.7,96,7.6,910.0
18.3,95,1.6,909.8
18.2,94,0.1,909.8
18.2,93,0.1,910.2
17.8,96,3.1,910.6
17.8,95,3.0,910.6
18.0,96,5.4,911.4
18.2,94,4.3,912.5
18.3,94,1.4,913.1
18.5,93,0.2,912.9
18.9,91,0.1,912.4
19.1,88,0.1,912.0
19.3,87,0.0,911.8
19.4,88,0.1,911.7
19.1,89,0.3,911.5
18.9,91,0.5,911.6
18.5,93,2.2,911.5
18.1,94,2.7,911.8
18.0,95,2.1,912.3
17.5,97,3.5,913.6
17.5,97,5.0,914.2
17.4,96,3.6,913.9
17.2,96,1.7,913.2
17.0,96,0.6,912.3
17.0,95,0.4,911.9
16.9,96,0.3,912.2
16.7,95,1.0,912.4
16.6,95,0.7,912.6
16.5,95,0.8,913.2
16.6,94,0.8,913.5
17.1,92,0.5,914.1
17.5,91,0.2,914.2
18.2,88,0.6,914.8
18.8,85,0.1,914.7
19.0,85,0.0,914.2
19.6,85,0.0,913.6
19.6,86,0.0,913.5
19.8,85,0.0,912.9
19.9,85,0.0,912.8
19.5,85,0.0,912.8
19.1,84,0.0,912.9
18.7,82,0.0,913.1
18.3,84,0.0,913.4
18.2,87,0.0,914.5
17.9,87,0.0,914.6
17.6,87,0.0,914.6
17.4,87,0.0,913.9
17.2,87,0.0,913.2
17.0,88,0.0,912.5
16.9,90,0.0,912.2
16.8,91,0.1,912.1
16.8,91,0.2,912.5
16.7,93,1.0,913.1
16.8,94,0.9,913.6
17.0,94,1.8,914.5
18.2,89,1.7,914.8
19.1,88,0.4,915.0
19.5,86,0.4,914.6
20.1,86,0.7,914.2
20.1,86,0.7,913.2
20.0,89,1.1,912.8
20.0,91,0.8,912.8
19.7,94,1.9,912.4
19.4,95,3.4,912.4
19.0,96,2.9,912.2
18.7,96,2.0,912.4
18.6,96,1.2,912.5
18.5,96,1.0,913.3
18.5,96,0.9,914.0
18.3,96,0.3,913.9
18.1,96,0.1,913.3
18.0,96,0.0,912.3
18.0,95,0.2,911.7
18.0,95,0.1,911.8
17.8,96,0.2,911.5
17.7,96,0.4,911.9
17.7,96,0.7,912.1
18.0,96,1.3,912.6
18.4,96,1.7,913.0
19.8,92,0.7,913.6
20.2,90,0.5,914.1
20.0,91,0.8,914.0
19.8,92,0.8,913.8
19.9,93,1.1,913.0
20.2,91,0.9,912.6
22.0,83,1.2,912.0
21.3,87,1.1,912.1
20.4,90,0.9,911.6
19.8,92,0.4,911.2
19.3,93,0.0,911.3
19.0,94,0.0,912.1
18.9,95,0.0,913.1
18.7,95,0.0,913.7
18.6,95,0.0,913.4
18.3,96,0.0,912.9
18.1,96,0.0,912.6
18.0,97,0.1,912.1
18.0,97,0.3,912.1
17.9,97,0.2,911.8
17.9,97,0.2,912.1
18.0,97,0.2,912.6
18.6,96,0.1,913.4
19.7,92,0.1,914.1
20.6,91,0.3,914.6
21.0,89,0.3,914.5
20.3,92,1.7,914.3
20.5,90,1.0,914.1
22.2,83,0.2,914.1
23.0,78,0.0,913.1
24.4,66,0.1,912.7
24.2,66,0.0,912.0
24.2,66,0.0,911.8
23.7,69,0.0,911.5
21.9,77,0.0,911.6
20.6,82,0.0,912.0
20.2,84,0.0,912.2
20.0,85,0.0,913.3
20.0,84,0.0,913.1
19.9,84,0.4,913.5
19.4,87,1.0,912.5
19.3,88,1.0,912.3
19.0,91,0.9,911.9
18.5,94,1.0,912.0
18.3,95,0.5,912.5
18.2,96,0.2,913.2
19.6,95,0.0,913.7
21.2,87,0.0,914.6
21.2,91,0.5,914.5
22.3,85,0.2,914.9
23.1,82,0.1,914.7
23.9,80,0.1,914.1
24.3,77,0.2,913.4
25.0,74,0.2,913.0
24.0,80,0.4,912.6
23.9,80,0.5,912.3
23.5,80,0.1,911.6
22.8,82,0.0,911.2
21.7,87,0.2,911.0
20.9,90,0.5,911.4
19.8,96,0.2,911.8
19.6,97,0.0,912.7
19.4,97,0.1,912.7
19.3,98,0.2,912.5
19.2,98,0.1,911.8
19.1,98,1.1,911.4
18.8,99,0.8,911.1
18.8,99,0.8,910.8
18.8,99,1.5,911.2
18.9,99,1.1,911.7
19.4,96,1.5,912.2
19.8,92,0.0,912.2
20.4,89,0.0,912.4
21.3,89,0.2,912.9
22.1,86,0.2,912.9
23.5,83,0.1,912.3
24.1,79,0.1,911.4
24.9,75,0.1,910.6
26.2,66,0.2,910.4
25.8,68,0.1,909.7
